key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-800531548,A MULTIDIMENSIONAL SCALE FOR MEASURING BUSINESS ETHICS - A PURIFICATION        AND REFINEMENT,1992,7,,JOURNAL OF BUSINESS ETHICS,0167-4544,11,7,523-534,"HANSEN, RS and HANSEN, RS",,English,KLUWER ACADEMIC PUBL,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS","Many researchers in the field of business ethics have attempted to develop methods to determine and evaluate the ethics of a variety of different classes of people, including students, professionals, and mixed samples of students and professionals. Unfortunately, most of these studies were disjunctive, simply adding confusion to an already unfocused area of research. However, Reidenbach and Robin (1988, 1990), have changed this trend by attempting to quantify the various ethical philosophies into a multidimensional scale of business ethics. This paper examines the background of the Reidenbach and Robin (1 988, 1990) scale -including the authors' findings, empirically tests the scale, and concludes that the scale needs further refinement. A promising result is a model with four dimensions: a broad-based ethical judgment dimension, a deontological judgment dimension, a teleological judgment dimension, and a social contract dimension.","RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: incOverview,incMESextension",,
rayyan-800531549,A MULTIDIMENSIONAL-ANALYSIS OF SELECTED ETHICAL ISSUES IN ACCOUNTING,1992,4,,ACCOUNTING REVIEW,0001-4826,67,2,284-302,"FLORY, SM and PHILLIPS, TJ and REIDENBACH, RE and ROBIN, DP and FLORY, SM and PHILLIPS, TJ and REIDENBACH, RE and ROBIN, DP",,English,AMER ACCOUNTING ASSOC,"5717 BESSIE DR, SARASOTA, FL 34233","SYNOPSIS AND INTRODUCTION: Much of the past research in accounting ethics has focused on whether accountants conform to prescribed codes of professional ethics. Other research has been normative in nature, recommending what constitutes appropriate ethical conduct or focusing on the accountant's responsibility in society. This study selects a different approach by testing a multivariate measure of how accountants make ethical judgments.        Data were gathered with the assistance of the institute of Certified Management Accountants and the Institute of Management Accountants (formerly the National Association of Accountants). Accountants were asked to respond on bipolar scales to realistic scenarios involving ethical decisions. Several tests for construct validity produced supportive results for the hypothesized three-dimensional measure, with the dimensions being moral equity, relativism, and contractualism.        First, we developed a questionnaire with four scenarios concerning ethical issues. Each scenario ended in a particular action taken by an individual. Responses to that action were recorded on eight bipolar scales, representing the three dimensions above. The questionnaire was mailed to 500 randomly selected certified management accountants resulting in a 62.8 percent response rate.        Second, the results from a factor analysis and a traditional reliability coefficient test suggest that a high degree of internal consistency exists for each dimension of the measure. The appropriate factor loadings ranged from a low of 0.68 to a high of 0.92, while the reliability coefficients varied from 0.75 to 0.92.        Next, the content validity of the three-dimensional measure was checked by comparing it with a global ethical/unethical measure. Again, the results support the hypothesis that the multivariate measure captures the appropriate domain of content. Adjusted R2-values ranged from 0.59 to 0.76 when the global measure was regressed against the multivariate measure.        Finally, a sense of predictive validity was obtained by comparing the multivariate measure with a behavioral intention measure for the respondent. Adjusted R2-values ranged from 0.45 to 0.76 for the four scenarios tested, indicating that the three-dimensional measure ""explains"" a respectable portion of the variance in the behavioral intention of the individual.        The multidimensional measure developed in this study may be a guide for future research into how accountants make ethical judgments. Such knowledge can be used in turn to develop useful codes of conduct, create ethical organizational cultures, and direct ethical training for and by accountants.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531553,A Proposed Model for Teaching Ethics in Hospitality,2018,07,11T22:33:33Z,,,,,,"Khan, M and McCleary, K",,en,,,Hospitality and Tourism Educator,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531555,A Model of Green Consumption Behavior Constructed by the Theory of Planned Behavior,2014,09,30T13:44:48Z,,,,,,"Wu, S and Chen, J",,noEntry,,,International Journal of Marketing Studies,"RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: excApplication",,
rayyan-800531560,A Partial Test of the Synthesis Integrated Model of Ethical Decision Making: Cognitive Moral Development and Managerial Moral Deliberation,2008,01,19T07:28:11Z,,,,,,"Wyld, D and Jones, C and Cappel, S and Hallock, D",,en,,,Management Research News,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531567,An Examination of the Role of Ethics in Tax Compliance Decisions,2011,12,28T21:06:07Z,,,,,,"Henderson, B and Kaplan, S",,en,,,Journal of the American Taxation Association,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531572,Gender differences in business ethics: justice and relativist perspectives,2007,03,20T15:02:04Z,,,,,,"Stedham, Y and Yamamura, J and Beekun, R",,en,,,Business Ethics: A European Review,"RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: excFemaleEthics",,
rayyan-800531574,Reidenbach and Robin’s Multidimensional Ethics Scale: Testing a Second-Order Factor Model,2017,03,28T01:20:46Z,,,,,,"Howard Buchan, Unknown",,noEntry,,,Journal of Psychology Research,"RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: excMESstatisticalwise",,
rayyan-800531575,Consumer perceptions of online review deceptions: an empirical study in China,2016,06,10T07:16:53Z,,,,,,"Peng, L and Cui, G and Zhuang, M and Li, C",,en,,,"Purpose: To influence consumer perceptions, firms often manipulate online product reviews on their own websites or third-party forums by anonymously adding positive reviews, deleting unfavorable reviews or offering rewards to encourage favorable reviews. This study aims to investigate consumer perceptions of online review deceptions and how these perceptions influence their subsequent purchase behavior. In particular, consumers’ awareness, suspicion and detection are studied and specific manipulation tactics are evaluated. Design/methodology/approach: Both qualitative and quantitative studies are relied upon to understand consumer perceptions of online review deceptions. In-depth interviews with 16 experienced online shoppers were conducted to collect the illustrative accounts concerning consumer awareness of online review deceptions, their suspicion, detection and evaluation of different manipulation tactics. A survey of 199 consumers was then followed to validate and corroborate the findings from the qualitative study and generalize the interview results onto the general public. Findings: The results from in-depth interviews suggest that consumers take a negative view toward online review deceptions, but the degree of negativity varies across different manipulation tactics. Moreover, different types of manipulations vary in terms of perceived deceptiveness, ease of detection and unethicality, as well as their effect on consumer purchase intention and perceived helpfulness of online product reviews. The findings from the survey further confirmed the qualitative findings. Practical implications: The findings have a number of meaningful managerial implications for industry associations and policymakers on whether and how to regulate online review deceptions. Originality/value: This study applies and extends information manipulation theory and deception detection literature to an online context to increase the richness of the relevant theories. It is among the first to empirically investigate online review deceptions from a consumer’s perspective, as opposed to a firm’s perspective as previous studies have done.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531576,Theoretical development in ethical marketing decision making,2013,05,03T13:31:21Z,,,,,,"Ferrell, O and Crittenden, V and Ferrell, L and Crittenden, W",,en,,,"The current state of knowledge about ethical marketing decision making is explored from a historical perspective. While much research focuses on ethical issues, our purpose is to provide a holistic perspective of existing theory, skills, and research. We address both normative and descriptive approaches to ethical decision making theory development. Additional dimensions of ethical decision making such as institutional, resource-advantage, and value chain theory are advanced for future research.","RAYYAN-INCLUSION: {""julius.fenn""=>""Included""} | RAYYAN-LABELS: incOverview",,
rayyan-800531581,"Ethical judgement, locus of control, and whistleblowing intention: a case study of mainland Chinese MBA students",2002,11,19T23:53:35Z,,,,,,"Chiu, R",,en,,,"The purpose of this study is to investigate the ethics of whistleblowing in Chinese society. A framework is suggested to explain whistleblowing behaviour in terms of the individual's locus of control and subjective judgement regarding the intention of whistleblowing. Hypotheses derived from these speculations are tested with data from Chinese MBA students (n = 254). Statistical analysis largely supports the hypotheses, and the implications of the findings are discussed. © 2002, MCB UP Limited","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531584,Cross-Cultural Leadership,2018,05,24T14:45:39Z,,,,,,"Irish, K",,noEntry,,,The Art of Command,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531585,Understanding consumer ethical decision making with respect to purchase of pirated software,2002,07,28T22:59:58Z,,,,,,"Tan, B",,en,,,"This paper examines the influence of consumers’ moral intensity, perceived risks and moral judgment on their purchase intention of pirated software. The aspects of moral intensity include magnitude of consequence, social consensus, probability of effect and temporal immediacy. The perceived risks of consumers are related to financial, performance, prosecution and social risks. Moral judgment is based on cognitive moral development and reasoning. Ten hypotheses were developed and tested with data collected using a scenario-based questionnaire. A hierarchical regression analysis is used to control for variations that are attributed to factors such as gender, age, educational attainment, income, price levels and past software experience of consumers. Results revealed that consumer purchase intention is influenced by certain aspects of their perceived moral intensity, magnitude of consequence, temporal immediacy and social consensus; perceived risks, financial, prosecution and social; and moral judgment, cognitive moral development and moral reasoning. Applicability and implication of the findings as well as suggestions for further research are discussed. © 2002, MCB UP Limited","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531589,"The integrative justice model: fair, ethical, and innovative marketing to the poor",2016,01,09T04:41:57Z,,,,,,"Laczniak, G and Santos, N",,noEntry,,,Ethical Innovation in Business and the Economy,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531592,Improving Sales Performance through Commitment to Superior Customer Value: The Role of Psychological Ethical Climate,2013,11,12T02:18:00Z,,,,,,"Schwepker, C",,en,,,"Given the potential importance of ethics in shaping business relationships, this paper explores the impact of salespeople's psychological ethical climate on their commitment to providing superior customer value, and its ensuing affect on salesperson performance. The results suggest that ethical climate negatively affects ethical ambiguity and salespeople's commitment to providing superior customer value, while ethical ambiguity negatively affects commitment to providing superior customer value. Salespeople who are committed to providing superior customer value report greater sales performance. Based on these findings, both theoretical and managerial implications are provided. © 2013 PSE National Educational Foundation.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531594,The Impact of Unfair Business Practices on Bank Customers: An Experimental Study,2016,07,26T11:28:25Z,,,,,,"ÖZBEK, V and ALNIAÇIK, Ü and KOÇ, F",,en,,,Ege Akademik Bakis (Ege Academic Review),"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531602,Ethics Perception: Does Teaching Make a Difference?,2008,11,13T22:54:20Z,,,,,,"Nguyen, N and Basuray, M and Smith, W and Kopka, D and McCulloh, D",,en,,,"The present study examined student learning in business ethics, particularly ethical judgment, using R. E. Reidenbach and D. P. Robin's (1990) Multidimensional Ethics Scale (MES). The authors asked 262 undergraduate students to provide ethical judgment rating, first at the beginning of the semester and again at the end of the semester. Students judged 3 moral issues in the MES—labeled sales, auto, and retail—using 3 ethics theories: moral equity, relativism, and contractualism. Ethics learning was only significant in contractualism ethics for the auto scenario. Further, ethics learning significantly predicted ethical behavioral intent, supporting A. Bandura's (1986) social cognitive theory. The authors provide theoretical and practical implications based on the study's findings.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531603,An exploratory investigation of the relationship between ethical conflict and salesperson performance,2003,08,16T10:43:01Z,,,,,,"Schwepker, C",,en,,,"This paper empirically examines the relationship between salespeople's ethical conflict and their job performance. Results suggest that ethical conflict, resulting from an incongruence in ethical values between salespeople and their organizations' top management, has a negative affect on one element of job performance, meeting sales objectives. Implications and directions for future research are provided.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531609,"The impact of salesperson customer orientation on the evaluation of a salesperson’s ethical treatment, trust in the salesperson, and intentions to purchase",2015,02,18T13:27:04Z,,,,,,"Bateman, C and Valentine, S",,en,,,"Previous research suggests that salespersons' customer orientation can impact the effectiveness and outcomes of their selling interactions with customers. The purpose of this exploratory research was to create a foundation (based on prior results) for more comprehensive future work investigating customer judgments of a salesperson based on observed behaviors. Specifically, this study assessed whether a salesperson's relational customer orientation (compared to a functional orientation) could trigger improved evaluations of a salesperson's ethical treatment of a customer, increased trust in the salesperson, and stronger intentions to purchase. The relationships among perceptions of ethical treatment, trust, and purchase intentions were also explored. Using data collected from a large sample of working professionals, the results indicated that a relational selling approach resulted in increases in the three indicators of sales effectiveness. Additionally, perceived ethical treatment was positively related to trust in a salesperson and purchase intentions, and trust was positively related to purchase intentions. Implications for sales professionals in general as well as sales organizations and sales leaders in particular are discussed.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531610,A Test of the Selection-Socialization Theory in Moral Reasoning of CPAs in Industry Practice,2009,07,14T22:17:40Z,,,,,,"Abdolmohammadi, M and Ariail, D",,en,,,"This paper investigates the Selection-Socialization Theory (SST) and its related Inverted-U Phenomenon (IUP) in the moral reasoning of Certified Public Accountants (CPAs) in industry and public practice. This is an extension of the literature that has primarily focused on CPAs in public practice and has reported mixed results. We do not find significant differences in moral reasoning (as measured by the P-score of the Defining Issues Test) between various professional ranks of practicing accountants. This result suggests an absence of SST or IUP in promotions of CPAs to higher ranks in industry or public practice. Investigation of control variables indicates that gender and ethical training do not have significant effects on the P-score. However, as expected, CPAs with graduate degrees have higher P-scores than those with only an undergraduate degree, and politically moderate or liberal CPAs score higher than conservatives.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531616,Transformational Leadership and its Impact on Sales Force Moral Judgment,2010,10,15T21:22:08Z,,,,,,"Schwepker, C and Good, D",,en,,,"Sales research often notes the critical role of sales managers in providing interface between the firm and the salesperson while cultivating sales performance in highly competitive marketplaces. In such a stressful environment, reports of unethical behaviors (results, causes, effects, etc.) continue to plague the profession. In this context, the purpose of this study was to examine the role of a chiefly unexplored quality of sales managers, transformational leadership, and its affect on the moral judgment of the sales force. In a study of 345 business-to-business salespeople, it was found that transformational leadership has an indirect effect on moral judgment as well as direct effects on supervisory capability orientation and the trust of the salesperson in the manager. Managerial and research implications are also offered as part of the paper. © 2010 PSE National Educational Foundation. All rights reserved.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531620,The role of identification in the privacy decisions of information system students,2005,08,29T08:47:11Z,,,,,,"Shaw, T",,noEntry,,,"This research is aimed at understanding the ethical decision making process of information systems students, particularly when those decisions involve online privacy. The research model on which the hypotheses are based includes both deontological and teleological factors, as well as something heretofore overlooked by IS ethics researchers. Organizational identification is hypothesized to serve a filtering role, to help the individual faced with an ethical decision to focus on those stakeholders that are most relevant. The research model was tested using survey methods with a sample of senior-level IS undergraduates. The main effects of the deontological and teleological factors explained 35 percent of the variance in an individual's moral judgment about online privacy. Contrary to expectations, organizational identification did not moderate these two effects. However, the interaction of all three factors was significant, both practically and statistically. © 2001 IEEE.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531624,College Students' Perceptions of Moral Intensity in Sales Situations,2009,12,25T12:47:35Z,,,,,,"Silver, L and Valentine, S",,en,,,"The accreditation agency for collegiate business schools (AACSB) has recently placed increased emphasis on teaching ethics to undergraduate and graduate business students. This study highlights the varying perceptions of moral intensity among 105 demographically diverse college students. Results indicate that gender and age were determining factors, with women perceiving greater moral intensity in marketing scenarios than men, and older students perceiving greater moral intensity than younger students. Student classification and major were also factors, with graduate students perceiving greater moral intensity in questionable situations than upper and lower classmen, and business majors perceiving greater moral intensity than nonbusiness majors.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531625,Ethical Judgments of College Students: An Empirical Analysis,2009,12,25T12:44:58Z,,,,,,"Knotts, T and Lopez, T and Mesak, H",,en,,,"A considerable body of empirical research exists regarding factors that affect ethical decisionmaking in professional situations. This article examines the ethical judgments of college students as affected by four individual factors—gender, academic major, age, and religiosity. Findings from the study suggest that gender, academic major, and one dimension of religiosity—religious commitment—significantly influence the ethical judgments of college students. On the other hand, age and a second dimension of religiosity—religious affiliation—produced insignificant results.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531630,Speak now or forever hold your peace?: an essay on whistleblowing and its interfaces with the Brazilian culture,2013,10,19T15:50:33Z,,,,,,"Sampaio, D and Sobral, F",,noEntry,,,"Since the last decade corporate scandals have drawn public attention to the importance of whistleblowers, resulting in the creation of policies and statutes which rely heavily on whistleblowing, especially in the United States. A common assumption behind these efforts is that whistleblowing produces benefits to society at large, as it promotes a more ethical work environment. Still, little is known about many aspects of the decision to blow the whistle on a wrongful act. Particularly in Brazil, where the topic remains neglected by researchers, specific cultural elements may hinder whistleblowing behaviors and limit the generalization of findings from previous studies, which have almost always been based on Anglo-Saxon country context. By exploring this gap, this essay discusses some antecedents of internal whistleblowing and proposes a comprehensive framework which integrates organizational, individual and situational influences in order to allow for a further understanding of the phenomenon and its cultural interfaces, as well as to provide practitioners and researchers with new insights and perspectives on the topic.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531632,"Individual Difference Variables, Ethical Judgments, and Ethical Behavioral Intentions",2007,07,16T17:58:59Z,,,,,,"Bass, K and Barnett, T and Brown, G",,en,,,"This study examined the relationship between the individual difference variables of personal moral philosophy, locus of control, Machiavellianism, and just world beliefs and ethical judgments and behavioral intentions. A sample of 602 marketing practitioners participated in the study. Structural equation modeling was used to test hypothesized relationships. The results either fully or partially supported hypothesized direct effects for idealism, relativism, and Machiavellianism. Findings also suggested that Machiavellianism mediated the relationship between individual difference variables and ethical judgments/behavioral intentions.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""} | RAYYAN-LABELS: EDM",,
rayyan-800531635,Developing Socially Responsible Behaviour in Managers,2014,03,25T07:31:57Z,,,,,,"Schneider, S and Zollo, M and Manocha, R",,en,,,Journal of Corporate Citizenship,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531636,Corporate Entrepreneurs or Rogue Middle Managers? A Framework for Ethical Corporate Entrepreneurship,2004,12,02T02:05:39Z,,,,,,"Donald, K and Goldsby, M",,en,,,"Corporate entrepreneurs - described in the academic literature as those managers or employees who do not follow the status quo of their co-workers - are depicted as visionaries who dream of taking the company in new directions. As a result, though, in overcoming internal obstacles to reaching their professional goals they can often walk a fine line between clever resourcefulness and outright rule breaking. A framework is presented as a guideline for middle managers and organizations seeking to impede unethical behaviors in the pursuit of entrepreneurial activity. This paper examines the barriers middle managers face in trying to be entrepreneurial in less supportive environments, the ethical consequences that can result, and a suggested assessment and training program for averting such dilemmas. We advise companies that embrace corporate entrepreneurship: (1) establish the needed flexibility, innovation, and employee initiative and risk-taking; (2) remove the barriers that the entrepreneurial middle manager may face to more closely align personal and organizational initiatives and reduce the need to behave unethically; and (3) include an ethical component to corporate training which will provide guidelines for instituting compliance and values components into the state-of-the-art corporate entrepreneurship programs.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531640,Sales Management’s Influence on Employment and Training in Developing an Ethical Sales Force,2007,11,01T13:54:14Z,,,,,,"Schwepker, C and Good, D",,en,,,"Because it is believed sales performance can be enhanced through ethical behaviors, increasingly, emphasis is being placed on understanding unethical behaviors among key customer-contact employees and the environment in which these sales professionals engage clients. In this context, understanding how the direct supervision of the sales force (sales managers) can shape the ethical behavior of salespeople may be a critical controllable key to understanding unethical sales behaviors that offers upper management strategic opportunities to enrich customer relationships. In this framework of understanding unethical sales behaviors, 240 sales managers were surveyed to determine their impact on unethical sales behaviors. The results indicate that although the overall ethical climate influences ethical attitudes of sales managers, importantly, these managerial attitudes impact ethical training and hiring evaluations of the sales force. Further, the positive relationship found between the ethical attitudes of sales managers and their hiring evaluation criteria affects unethical sales force behaviors. Detailed implications of the results are presented in the study. © 2007 PSE National Educational Foundation. All rights reserved.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531641,Social media advertising: Factors influencing consumer ad avoidance,2017,10,05T03:01:19Z,,,,,,"Ferreira, C and Michaelidou, N and Moraes, C and McGrath, M",,en,,,Journal of Customer Behaviour,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531643,Is gender inclusivity an answer to ethical issues in business? An Indian stance,2010,01,23T12:03:20Z,,,,,,"Gill, S",,en,,,"Purpose: If females are more ethical than males, as the literature on the subject generally suggests, engaging and encouraging females in their careers would certainly promote an ethical environment. The present paper is motivated by such a viewpoint and aims to investigate gender-based differences in the ethical disposition and the underlying dimensions in ethical decision-making processes, by specific examination of business students. Design/methodology/approach: The main research instrument is a quantitative questionnaire through which the responses of 162 business students (45 females and 117 males) are examined. For data analysis univariate analysis by invoking one-way analysis of variance and multivariate approach using cluster analysis are conducted to investigate gender-based differences in the ethical disposition. To determine the underlying dimensions in ethical decision-making processes, for female and male business students, the principal axis approach to factor analysis has been used. Findings: The findings provide evidence that female business students are more ethically predisposed than their male counterparts. It is further observed that males exhibit less diversity in ethical decision making while females more readily invoked different ethical dimensions for different business scenarios. Originality/value: The paper offers valuable insight into the role of gender in ethics in the context of Indian business. The fact that females appear to demonstrate greater sensitivity on ethical issues suggests that practitioners may want to use this knowledge for developing their organizational strategies, ethical codes, and evaluation systems. Further, the study also highlights the importance of realigning the curriculum in a manner that the teaching of ethics becomes an integral part of business school education. © Emerald Group Publishing Limited.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531647,Ethical Reasoning and Equitable Relief,2007,10,03T10:11:00Z,,,,,,"Fleischman, G and Valentine, S and Finn, D",,en,,,Behavioral Research in Accounting,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531650,Perceived Organizational Ethics and the Ethical Decisions of Sales and Marketing Personnel,2007,11,01T09:54:14Z,,,,,,"Valentine, S and Barnett, T",,en,,,"Using a scenario-based approach, this study analyzed data collected from marketers with sales backgrounds and investigated the impact of perceived organizational ethics on their ethical issue recognition, ethical judgments, and ethical behavioral intentions. The results indicated that perceived organizational ethics, which was operationalized with two separate measures, was positively related to both the ethical judgments and expressed behavioral intentions of respondents. Further, ethical issue recognition was positively associated with ethical judgments and expressed behavioral intentions, and ethical judgments were positively related to ethical behavioral intentions. The findings suggest that, in order to enhance sales professionals' ethical reasoning, organizations should focus on developing an ethical context that is relevant to the issues confronted by sales professionals in their work and that is as specific as possible with regard to these ethical dilemmas. © 2007 PSE National Educational Foundation. All rights reserved.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531655,How Do Unethical Salespeople Sleep at Night? The Role of Neutralizations in the Justification of Unethical Sales Intentions,2013,07,03T01:23:06Z,,,,,,"Serviere-Munoz, L and Mallin, M",,en,,,"The purpose of this paper is to propose and test a model illustrating the direct effects of five techniques of neutralizations (denial of responsibility, denial of injury, denial of victim, appeal to higher loyalties, and condemning the condemner) on the ethical intentions of salespeople. A sample consisting of 157 salespeople responded to an ethical case scenario survey to reveal that two neutralizations were predominant in influencing ethical intentions: denial of injury and appeal to higher loyalties. These relationships were tested in three sales behavioral settings: sales promoting, customer relationship building and maintenance, and sales organization. A post hoc test of moderation effects were included to shed additional light on how some of the neutralizations interact with ethical judgment to impact salesperson ethical intentions. Implications for research and practice are discussed as well as directions for further research. © 2013 PSE National Educational Foundation.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531658,Aggressive driving: A consumption experience,2011,10,10T20:06:59Z,,,,,,"Ruvio, A and Shoham, A",,en,,,"In this paper, the literature on aggressive driving tendencies as a consumption experience is reviewed. Two studies test a comprehensive model that includes personality, attitudinal, and value antecedents to such behavior. The research supports the role of most of the antecedents. However, personality and attitudinal constructs were found to be stronger predictors of aggressive driving than values. Furthermore, the paper demonstrates that aggressive driving tendencies increase incidences of law breaking. Suggestions for future research and practical implications are discussed. © 2011 Wiley Periodicals, Inc.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531660,Making Sense of The Research on Gender and Ethics in Business: A Critical Analysis and Extension,2007,07,16T17:57:24Z,,,,,,"Robin, D and Babin, L",,en,,,Business Ethics Quarterly,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531663,The Perceived Importance of an Ethical Issue as a Determinant of Ethical Decision-making for Accounting Students in an Academic Setting,2008,05,12T15:04:38Z,,,,,,"Guffey, D and Mccartney, M",,en,,,"In this study, we investigate the impact of an ethical decision-making construct, the 'perceived importance of an ethical issue' (PIE) for accounting students in an academic setting. One objective was to test the measure of this construct for generalizability in gauging ethical decision- making. The other objective was to draw inferences on the PIE construct for pedagogical purposes. Using tests of validity, the measure reasonably captured the 'perceived importance of an ethical issue' construct. In addition, the PIE construct was significantly related to both ethical judgment and behavioural intention. Implications for accounting educators and ethics training in business are discussed. © 2008 Taylor &amp; Francis.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531667,The impact of sales quotas on moral judgment in the financial services industry,2002,07,28T18:57:26Z,,,,,,"Schwepker, C and Good, D",,en,,,"Because salespeople operating under an outcome-based control system are likely to be motivated by self-interest, sales quotas are believed to drive salespeople to perform unethical behavior, particularly if this behavior is deemed necessary to achieve quota. Accordingly, this article examines the relationship between perceived quota difficulty and moral judgment. Two factors potentially moderating this relationship, ethical climate and consequences for not making quota, are also considered, as well as the influence of market attractiveness and self-efficacy on quota difficulty. The analysis indicates a significant relationship between quota difficulty and moral judgment when salespeople foresee negative consequences for failing to achieve quota. Further, self-efficacy and market attractiveness affected perceived quota difficulty. Implications of the study are offered. © 1999, MCB UP Limited","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531673,Unethical Use of Information Technology: A Two-Country Study,2012,02,09T17:21:52Z,,,,,,"Chatterjee, S and Valacich, J and Sarker, S",,noEntry,,,"This paper investigates the phenomenon of unethical use of information technology (IT) by developing and testing a model that postulates multiple influencing factors of unethical IT use. Results from two studies of young adult participants in USA and Finland show that unethical IT use is primarily influenced by social (e.g., subjective norms), situational (e.g., moral intensity), and technological (e.g., technological facilitation) considerations. Differences between the two countries regarding this phenomenon also surface. The results suggest that multiple interventions at various levels may be required to combat the growth of unethical IT use, showcasing the practical significance of these research results. © 2012 IEEE.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531681,An Islamic marketing perspective on salesperson's intentions to behave ethically,2014,02,18T07:30:40Z,,,,,,"Burki, U and Maglajlić, S",,en,,,International Journal of Social Entrepreneurship and Innovation,"RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531685,Ethical Employment Context and Ethical Decision-Making in Hospitality Organizations Located in Mexico and the United States,2014,07,28T21:40:15Z,,,,,,"Valentine, S and Godkin, L and Mandabach, K",,en,,,"This study determined how perceptions of an ethical employment context and location of employment (U.S. vs. Mexico) were related to ethical decision-making. Using a questionnaire, information was collected from individuals working for hospitality organizations in the United States and Mexico. The results indicated that a stronger perceived ethical employment context was associated with increased perceptions that an ethical issue was important. In addition, being employed in Mexico and stronger ethical issue importance were associated with an increased ethical judgment. A stronger ethical judgment was also associated with an increased ethical intention. Managerial implications, limitations, and research suggestions are discussed. Copyright © Taylor &amp; Francis Group, LLC.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
rayyan-800531686,Perceptions of real estate agents on the role of professional training in ethical decision making,2014,02,07T12:30:11Z,,,,,,"Tesfom, G and Birch, N and Tessema, M",,en,,,"The purpose of this paper is to investigate the perceptions of the real estate agents on the role of the pre and post licensing training in enabling them to evaluate potential ethical conflicts in their work environment. The findings in this research indicate that real-estate agents/brokers perceive pre-post licensing ethical training as helpful in avoiding obstacles to moral awareness, moral action and developing moral intention. However, the findings also reveal that there is no sufficient evidence to claim that real estate agents view pre-post licensing ethical training as helpful to avoiding obstacles to moral reasoning. Practical and theoretical implications are discussed extensively. Copyright © 2013 Inderscience Enterprises Ltd.","RAYYAN-INCLUSION: {""julius.fenn""=>""Excluded""}",,
