"";"ID";"item";"questionItem";"value";"category_probe";"category_probe_again";"questionComprehension";"comp_probe";"comp_probe_again"
"553";"101";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"6";"I imagine it feels personally satisfying that we can save the planet rather than watch it die a slow death.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"Appealing to person";"Appealing to person, helps you sleep well at night"
"554";"102";"deontology07";"prevents treatment with respect in interactions...ensures treatment with respect in interactions";"6";"Because its what they had to do in order to save the world from burning over.";NA;"What does <b>respect in interactions</b> mean for you in a technological context?";"A net positive for the earth and people living on it, and not unethical in my opinion.";NA
"555";"102";"contractualist01";"is unjust...is just";"7";"How is it unjust, it's just to try to save the world from burning.";NA;"When in your opinion is the described technology <b>just</b>?";"WHen it is being used to prevent global warming.";"Because it is being used to prevent global warming."
"556";"102";"hedonism08";"harms my freedom...promotes my freedom";"7";"I can't be free if I'm dead.";"I can't be free if I'm dead due to global warming.";"How can the described technology <b>promotes your freedom</b>?";"By keeping the earth cool and me alive.";"By keeping me alive, I can't be free if I am dead."
"557";"102";"hedonism02";"would be selfish for me to use...would not be selfish for me to use";"7";"Being selfish means only caring for oneself. This is being sued for all of humanity so thus not selfish.";NA;"Under which circumstances in your opinion is the described technology <b>selfish for you to use</b>?";"It's not. I don't think it can be selfish under any circumstance as its for the greater good.";NA
"558";"102";"contractualist03";"does not respect an unwritten contract...respects an unwritten contract";"4";"I'm torn on this. What is the unwritten contract in 2030 regarding global warming? I don't have enough info.";NA;"What do you consider to be an <b>unwritten contract</b> in a technological context?";"To do more good than harm I suppose. ";"To do more good than harm."
"559";"102";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"7";"Because it doesn't go against my morals. Really all there is to it.";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"I'm honestly not a very moral person, so idk. I guess not using human experiments.";NA
"560";"102";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"4";"I don't know enough to answer this one so I'm neutral.";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"I don't know enough to answer this one so I'm neutral. I actually just don't know.";NA
"561";"103";"contractualist04";"does not respect an unspoken promise...respects an unspoken promise";"4";"There is no type of promise made, just an idea of how to stop the warming of the planet.";NA;"What do you consider to be an <b>unwritten promise</b> in a technological context?";"Something that we know has to be done, but not explicitly stated as a goal.";NA
"562";"103";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"7";"The action is not being performed directly by me. If anything, I stand to benefit from this new type of technology, even though I myself am doing nothing.";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"The fact that I would have to take some time out of my day in order to contribute to the cause. That did not really happen here.";NA
"563";"103";"deontology07";"prevents treatment with respect in interactions...ensures treatment with respect in interactions";"7";"It is ensuring that the heat is sent back up, which will prevent the planet from warming. They are ensuring the safety of the planet through treatment.";NA;"What does <b>respect in interactions</b> mean for you in a technological context?";"It means to not violate any types of norms in the interaction process.";NA
"564";"103";"utilitarian01";"provides the least utility for society...provides the greatest utility for society";"7";"It prevents potential catastrophe through global warming, which is a great utility, not only for human beings, but for others, too.";NA;"Which type of <b>utilities</b> were you thinking of when you answered the question?";"The welfare of all species, and the welfare of the planet.";NA
"565";"103";"deontology04";"is not morally right...is morally right";"7";"Any attempts to stop global warming effects from happening will always be morally right to me.";NA;"When in your opinion is the described technology <b>morally right</b>?";"When it is used for a good cause, like fighting global warming.";NA
"566";"103";"deontology02";"harms the autonomy of users...promotes the autonomy of users";"7";"It will promote their autonomy by giving them freedom from global warming.";NA;"What does <b>autonomy of users</b> mean for you in a technological context?";"The full and total freedom to act with free will and the right to live a life of safety.";NA
"567";"103";"contractualist01";"is unjust...is just";"7";"Fighting global warming is always going to be the just thing to do.";NA;"When in your opinion is the described technology <b>just</b>?";"When it is used to fight against a bad thing, like global warming.";NA
"568";"104";"deontology01";"does not imply a moral obligation to act in a certain way...implies a moral obligation to act in a certain way";"6";"If I understand the question correctly I think the technology implies that people have a moral obligation to protect the planet by taking action to counter global warming and prevent he damage from prior and ongoing human activity. It also implies that people who use the technology have a moral obligation to deploy the technology in a way that is safe and does not cause further harm.";NA;"What do you consider to be a <b>moral obligation</b>?";"Moral obligations are social constructs that govern human behavior and compel individuals or groups to act in a way that benefits humanity overall, rather than take actions that result in short term gains. ";NA
"569";"104";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"2";"Given the complexity of the climate, along with unknown and potentially significant damage that SAI could create I feel does go against a moral rule of not taking actions that could likely cause harm to others. There are other moral rules, such as preventing harm if possible, that could overcome this moral rule and make the action morally acceptable.";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"An important moral rule would be a guideline that tells people how to act in a situation that could affect others.";NA
"570";"104";"contractualist02";"is unfair...is fair";"3";"I think it is slightly unfair because it can be deployed unilaterally by countries or groups without the consensus of all the people it would impact, which could potentially be everyone on earth. ";NA;"When in your opinion is the described technology <b>fair</b>?";"I think a fair technology gives people agency over how it effects them and does not disproportionately impact individuals or groups through no fault of their own. ";NA
"571";"104";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"3";"This is tough because the technology could prevent a lot of harm to individuals, but at the same time the way it can be unilaterally deployed over the objections of perhaps even the majority of people would tend to way against it treating people with dignity. ";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"I think dignity in interactions means considering the desires and welfare of individuals that the technology impacts. ";NA
"572";"104";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"3";"I find it slightly ethically unsatisfactory given that the climate is a complex system and purposefully disrupting it, even to counter a previous disruptions, will likely lead to unintended consequences and harms to people and the environment that we cannot foresee. ";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"Personally satisfactory means that I think the technology has been shown to be a net benefit to humanity in the long term. ";NA
"573";"104";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"3";"Again this comes down to the unknown consequences and humans ""meddling"" with the environment. It is fundamentally unnatural, but given that it is potentially correcting the unnatural effects of green house gas emissions, I am unsure of the issue. ";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"I think this means to disrupt the natural state of the environment in a way that could be harmful to life on earth. ";NA
"574";"104";"virtue09";"is developed by someone who is acting on ill intentions...is developed by someone who is acting on good intentions";"7";"I think the people behind this want to protect the climate and prevent damage to the earth, so they are well intentioned. ";NA;"For the development of the technology  which <b>which people or groups of people</b> did you have in mind?";"I was thinking of the researchers and engineers who developed the idea, and perhaps people in advocacy groups and government who promote it's use. ";NA
"575";"105";"deontology07";"prevents treatment with respect in interactions...ensures treatment with respect in interactions";"4";"I believe that our planet changes naturally but people cause the changes to be harmful / negative.";NA;"What does <b>respect in interactions</b> mean for you in a technological context?";"I believe that many people believe that profit is more important than preservation.";NA
"576";"105";"deontology04";"is not morally right...is morally right";"4";"Man is ignorant in many of their beliefs / avenues of repairing what they have destroyed.";NA;"When in your opinion is the described technology <b>morally right</b>?";"Stop with destroying and allow nature to repair.";"It will be right when people wake up and stop destroying."
"577";"105";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"5";"These explanations are repetitive. As stated the same determination: It is unwise to try to repair only to destroy again. Stop the destruction first !";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"First stop destroying something , then try repair it.";NA
"578";"105";"hedonism08";"harms my freedom...promotes my freedom";"4";"It does neither one. it's just a vicious cycle with no end in sight.";NA;"How can the described technology <b>promotes your freedom</b>?";"By action and not words.";"By being able to express my beliefs"
"579";"105";"deontology01";"does not imply a moral obligation to act in a certain way...implies a moral obligation to act in a certain way";"5";"I am not sure";"There is no particular reason";"What do you consider to be a <b>moral obligation</b>?";"Stop destroying our planet then allow nature to repair it";NA
"580";"105";"contractualist06";"violates my ideas of fairness...does not violate my ideas of fairness";"4";"No reason.";"no reason";"What do you consider to be a <b>idea of fairness</b> in a technological context?";"undecided";"It is senseless to repair something only to destroy it again."
"581";"105";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"4";"It is senseless to repair something only to destroy it again";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"If time is spent to repair then do not destroy it repeatedly.";NA
"582";"106";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"3";"The article mentioned that this isn't a one and done activity; ostensibly this means ongoing taxes to support this effort (and/or offset in spending elsewhere). However, this is a ""sacrifice"" which is worth it, thus the the modified rating.";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"As mentioned, the sacrifices are smaller but ongoing to keep up with the treatments. This will require taxes and/or decreasing spending in other programs.";NA
"583";"106";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"6";"It seems that a similar effect occurs with lava and volcanos; so using nature's scientific methods to do the same thing / have same net impact is protecting the intrinsic value of nature by respecting it.";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"That nature be allowed to flourish in spite of technology and its ways respected";NA
"584";"106";"virtue01";"is developed by someone who has wrong motivations...is developed by someone who has good motivations";"7";"Other than wanting a steady gig, I can't think of any negative / selfish motivation for coming up with this solution.";NA;"For the development of the technology  <b>which people or groups of people</b> did you have in mind?";"I was thinking of the scientific community, specifically environmental scientists";NA
"585";"106";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"7";"The technology is to help save life on the planet so yeah, this does not go against an important moral rule by which I live.";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"Not intentionally harming or killing other non-violent humans or non-violent animals.";NA
"586";"106";"contractualist03";"does not respect an unwritten contract...respects an unwritten contract";"7";"The technological solution is not morally ambiguous so it is not disrespecting anything";NA;"What do you consider to be an <b>unwritten contract</b> in a technological context?";"To not create technology which will intentionally harm other humans or destroy the environment";NA
"587";"106";"hedonism07";"harms my health...promotes my health";"7";"As this method lowers the temps, it is promoting all human health";NA;"How can the described technology <b>promotes your health</b>?";"By not allowing the temperature to raise as quickly as it would otherwise";NA
"588";"106";"deontology03";"obliges a certain immoral behavior...obliges a certain moral behavior";"7";"If they are going through the effort to do SAI, then regular citizens can modify their behaviors too to promote climate beneficial activities";NA;"What do you consider to be a <b>moral behavior</b> in a technological context?";"Not just relying on science to save us but also changing our own behaviors would be an example ";NA
"589";"107";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"6";"While I feel that the idea of AI protects the intrinsic value of nature, in that by using it we protect the current environment and the peoples animals and things living in it, it is not without cause for worry. There could be unforeseen consequences of these actions down the line.";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"Something that is natural in that it isn't engineered or created in a lab. In this case the sulfur is a normally occurring chemical.";NA
"590";"107";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"4";"I have no strong feelings in this matter. It's something that is essentially a fantasy at this point. A what-if.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"The ability to approach interactions with someone else with dignity? I'm not really sure.";NA
"591";"107";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"6";"It seems alright at first glance. I would obviously like more research into the downsides but I have no immediate qualms.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"When it can be deployed safely with no lingering side effects that could harm anyone.";NA
"592";"107";"contractualist01";"is unjust...is just";"4";"It's neither just not unjust. It's just something we need to do to prevent further climate disasters.";NA;"When in your opinion is the described technology <b>just</b>?";"I don't think technology can become either ""just"" or ""unjust"". It depends on how it's being wielded and by whom.";NA
"593";"107";"hedonism07";"harms my health...promotes my health";"4";"As of this moment I don't have enough data to satisfactorily claim that this technology harms or benefits my health. ";NA;"How can the described technology <b>promotes your health</b>?";"Allow me to live longer.";"Allow me to live a longer and fuller life."
"594";"107";"hedonism08";"harms my freedom...promotes my freedom";"4";"I have no answer to this due to my lack of knowledge of the side effects. If it causes me to have to isolate indoors it's harmful, if not, then I'm simply indifferent. ";NA;"How can the described technology <b>promotes your freedom</b>?";"Presumably it would make the environment safer in the long run.";NA
"595";"107";"contractualist02";"is unfair...is fair";"4";"I don't believe that this is either fair or unfair. It's simply a way to mitigate climate change.";NA;"When in your opinion is the described technology <b>fair</b>?";"Other than allowing all countries to vote on it and make sure everyone benefits from it, I have no idea.";NA
"596";"108";"deontology01";"does not imply a moral obligation to act in a certain way...implies a moral obligation to act in a certain way";"6";"I think the fact that we're using SAI in that scenario indicates we are really going in the wrong direction and are doing something experimental to simply mask the root of our issue. It is something that we're not sure what the side effects are, isn't unanimously agreed upon, and doesn't save the ocean's acidity problems. The fact that we choose to continue causing issues with CO2/Greenhouse Gases and try to mask it to me implies there is a moral issue and we have moral obligation to act in a certain way. That way is to make big changes. If you have a pile of trash stinking up the neighborhood and causing health concerns for everyone who inhales it, you don't just douse it with perfume once a day to ""solve"" the problem. You get rid of the pile of trash. And that is the moral obligation in this scenario too. There is a moral obligation to make affirmative change ASAP and stop masking the issue. I didn't answer 7, because they're technically still trying to do something (rather than nothing at all), but I still feel pretty strongly with saying 6.";NA;"What do you consider to be a <b>moral obligation</b>?";"I think a moral obligation is when there is a problem that is negatively affecting someone else (or others) and you have the ability to do something to help them. In this case, it is the planet and all living things that live on it. We have the ability to make change to keep those living now healthy and safe, and perhaps even more importantly, ensure that the planet is safe and hospitable for as many years and generations beyond our years as possible. The fate of so many lives is in our hands right now. Not just the lives of today, but all the uncountable lives of tomorrow. It is our moral obligation to not only help ourselves, but to help them. The money we might make in the process of making things irreparably go in the wrong direction simply is not worth it. We will be looked back upon with disdain if we don't do the right thing and follow our moral obligation.";NA
"597";"108";"contractualist03";"does not respect an unwritten contract...respects an unwritten contract";"4";"I'm not really sure, because it can go either way. So I chose to go in the middle. I think it respects an unwritten contract in the sense that it is taking some course of action to improve (but not fix) things. I think we should be doing all we can, and it's not bad that they're doing it. But in some ways it is not respecting an unwritten contract, because the text said not everyone is in control of its use or agrees upon it. Some people seemingly are unsure of its side effects. So I think it's a little of both, and chose to go in the middle.";NA;"What do you consider to be an <b>unwritten contract</b> in a technological context?";"I would consider an ""unwritten contract"" to be more or less following a moral obligation that people could generally agree on. I think if we're getting to the point that the earth is really having issues and climate change is undeniably occurring with negative impact, people are going to be a little more united on it. Even climate change deniers would at the very least have some level of agreement in using the SAI technology because even if they don't believe CO2/Greenhouse Gases are causing any issues, they would more than likely be ok with engaging in some sort of action that makes things more comfortable. The fact that this technology affects the whole earth, which is a planet divided by so many different people, countries, and leaders, I would say its use is unwritten. Many would agree on the fact that we have this problem, but not everyone would necessarily agree on its usage. But the thing is, we have to take action in that situation so we would want to expedite the process and engage in it without all the politics. In that sense, it would be an unwritten contract; even if maybe not everyone agrees on its usage. ";NA
"598";"108";"deontology04";"is not morally right...is morally right";"6";"I think it is morally right to use it, because it is still helping conditions for those on earth in present time (even if it's not helping the ocean). I think it's morally right to make things more comfortable/safe while everyone recalibrates their plan of action in doing something about greenhouse gases (aka the actual root of the issue that would lead to a better actual solution and not a mask to the problem). I left a point off, because there is still the question of side effects (if any). ";NA;"When in your opinion is the described technology <b>morally right</b>?";"I think the SAI technology is morally right when it serves a purpose of helping others. Using it does tend to our ""moral obligation"" of helping those on earth in present time. It doesn't do much for future generations, but it can still do a lot of good. If you can do something that helps others and makes them safer, healthier, and happier, then I think it is morally right to do it. There is the question of side effects, so I can't comment on that. The morals become more complicated if there are found to be side effects that people are exposed to without consent. Since it's not definitively stated, I feel 6 is a good rating.";NA
"599";"108";"hedonism02";"would be selfish for me to use...would not be selfish for me to use";"7";"I don't think it is selfish to use the technology, because it is for the betterment of others. It doesn't only help me. There's nothing self serving in my interest of using it, in the sense that my concern for others far outweighs my concern for myself. It would only be selfish if I felt this technology should be permanently used in place of taking action on CO2/greenhouse gases and setting up future generations for a very bleak future. That would be selfish. But I believe using this technology for today and taking huge steps in improving things simultaneously would be great and not selfish.";NA;"Under which circumstances in your opinion is the described technology <b>selfish for you to use</b>?";"I would say it's only selfish to use it if we were to use it in place of taking action. If we chose only to use it to make things more comfortable for us while we harmed the ocean and put future generations through unspeakably bad conditions continuing to harm the planet for the sake of making money (that we can survive without!) that would be incredibly selfish. It would only show concern for ourselves and not for others. So in that sense or circumstance it would be selfish.";NA
"600";"108";"contractualist06";"violates my ideas of fairness...does not violate my ideas of fairness";"7";"I don't think it violates my idea of fairness to use it. I think it's good that we would use it to make things more comfortable and safe. It isn't unfair to be more comfortable and safe. It benefits everyone on earth if it is something that can cool the planet while we figure out solutions to the problem.";NA;"What do you consider to be a <b>idea of fairness</b> in a technological context?";"I think fairness would be how people benefit from it (for better or for worse). If a technology is only provided to a select few who could benefit from it, I think that would be unfair. If it's something everyone could benefit from (like SAI), then I consider it to be fair. If it's something forced upon people and could harm them, I would consider that unfair. So, if hypothetically SAI were actually harmful and people had no say in whether they had to be exposed to it, I would say that is unfair.";NA
"601";"108";"hedonism08";"harms my freedom...promotes my freedom";"4";"I'd say it's in the middle. It promotes freedom in the sense that I could be freer to enjoy a better, safer, more comfortable life due to its positive effects. It harms my freedom in the sense that I didn't get any say in its usage. And if hypothetically it were harmful to humans, it would be harmful to my freedom because I would be subjected to something harmful against my will. But since I don't know whether it's harmful, I cannot say. Thus, I feel a 4 in the middle feels about right.";NA;"How can the described technology <b>promotes your freedom</b>?";"I think it promotes my freedom in the sense that it would give me the ability to enjoy my time on earth more. I would be more comfortable and safer. I think comfort and safety in going out enjoying our wonderful planet are a gift of freedom. I would feel less free if going out were uncomfortable and unsafe, or if I were to be exposed to unpleasant conditions more often that prohibited me from doing things I normally would enjoy doing.";NA
"602";"108";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"5";"I think it ensures treatment with dignity moreso than prevents it. There's nothing bad about its usage in my eyes, unless there's untold side effects. It's a good technology from my vantage point, so I think it's ensuring a positive and with dignity in interactions. I just don't want to commit too far on the scale to 6 or 7 so 5 felt ok.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"I could be off, but I am taking it as that there is dignity and ""good"" in its usage. It's a positive that is used in a positive way with a positive result, so there is a dignity to it and its interactions. I definitely do not think it prevents it, and because it is so beneficial it's a positive in my book. The only lack of dignity I think would be if we used it as our sole solution and did nothing to change anything otherwise. Then I think you could say there was less dignity and it was basically just ""giving up"" on actually solving anything and continuing to ""perfume the pile of garbage in the neighborhood"". ";NA
"603";"109";"contractualist01";"is unjust...is just";"7";"It is just because it is a low risk way to protect against global warming. ";NA;"When in your opinion is the described technology <b>just</b>?";"It is just to use it immediately and implement its use for the world.  ";NA
"604";"109";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"7";"It would not make me have to do anything. I would not have to take part or worry about paying for it. ";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"I guess if taxes rise in order to pay for it, then that would make everyone make a sacrifice in order to implement it. ";NA
"605";"109";"contractualist02";"is unfair...is fair";"7";"It is fair because it is something that the world needs in order to safely reduce the effects of global warming. ";NA;"When in your opinion is the described technology <b>fair</b>?";"It is fair because the use of it is even for every person. It would effect everyone evenly. ";NA
"606";"109";"contractualist03";"does not respect an unwritten contract...respects an unwritten contract";"5";"I think it is respectful in the sense that it is needed and everyone would have to understand that we would need to implement this tech for the world's benefit.  ";NA;"What do you consider to be an <b>unwritten contract</b> in a technological context?";"I think if it is a mutual understanding that something needs to be used in order to help mankind. ";NA
"607";"109";"contractualist04";"does not respect an unspoken promise...respects an unspoken promise";"4";"I'm not sure exactly what this could mean. I guess it does respect an unspoken promise in the sense that everyone knows that eventually, we will need to actively take control of climate change. ";NA;"What do you consider to be an <b>unwritten promise</b> in a technological context?";"Using something ethically and for mankind's benefit as a whole. ";NA
"608";"109";"deontology04";"is not morally right...is morally right";"7";"It is morally right because we would need to use this in order to reduce global warming for all mankind. ";NA;"When in your opinion is the described technology <b>morally right</b>?";"When using something benefits more than it hurts. ";"I think when you have to use this tech in order to protect mankind and the Earth, then it is morally right to do so. "
"609";"109";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"4";"I'm not sure what this context would be. I guess if they notified all the people this was happening near and answered their questions in order to treat everyone with dignity in that way. ";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"It means understanding that everyone has a right to be nervous about the use of new tech and that these questions should be answered. ";NA
"610";"110";"deontology04";"is not morally right...is morally right";"1";"The SAI needs to be tested for much longer periods to classify it as a safe method of combating the incoming heat from the sun. So until it has been tested for lengthier periods of time, I don't think it's morally right to be used yet, it is much too risky!";NA;"When in your opinion is the described technology <b>morally right</b>?";"It is morally right when you do the due diligence on making sure it's not a risk that could make things worse for everyone involved.";NA
"611";"110";"virtue09";"is developed by someone who is acting on ill intentions...is developed by someone who is acting on good intentions";"7";"I think the reason for using SAI is a positive one but it's only being used for an emergency use and not because it's morally the right thing to do at the current moment. It has not been tested fully for a lengthy amount of time so it's not effective at testing for side effects.";NA;"For the development of the technology  which <b>which people or groups of people</b> did you have in mind?";"I'd say people involved with the military and people of the government are the groups testing this SAI to help combat the problems with global warming.";NA
"612";"110";"hedonism08";"harms my freedom...promotes my freedom";"1";"It harms my freedom because it's risky to use at the moment without thinking about the consequences it can have on society. You are testing something that could make things even worse as it already is. And in this current state, there's other alternatives that are much safer to help combat the global warming problem.";NA;"How can the described technology <b>promotes your freedom</b>?";"It would promote my freedom if it was 100% tested to work on the current problem and not so much as the SAI making things worse with the side effects from risky use of it.";NA
"613";"110";"contractualist06";"violates my ideas of fairness...does not violate my ideas of fairness";"1";"It's a clear violation of using a risky solution that has a high chance of failing instead of just coming up with alternative ways that won't make things worse. This is like a last ditch effort that is so risky and gives no thought to how much it can effect us more in the short term.";NA;"What do you consider to be a <b>idea of fairness</b> in a technological context?";"My idea of fairness is making sure everyone knows of the side effects and for everyone to vote on if it should be used, and majority vote.";NA
"614";"110";"deontology02";"harms the autonomy of users...promotes the autonomy of users";"1";"It is not in our best interest to use such a risky solution that hasn't been tested for longer periods of time to be considered a safe choice.";NA;"What does <b>autonomy of users</b> mean for you in a technological context?";"It means to act in our best interest for the people that will be effected by this. It can make things worse on a global scale and the trust of whoever decided to use it is dead, they will no longer be respected by the general public.";NA
"615";"110";"contractualist04";"does not respect an unspoken promise...respects an unspoken promise";"1";"They said it would help with the climate problem but they haven't tested it fully yet to promise that it would be an effective solution.";NA;"What do you consider to be an <b>unwritten promise</b> in a technological context?";"An unwritten promise would be to use a technique that puts no-one in harm's way.";NA
"616";"110";"utilitarian01";"provides the least utility for society...provides the greatest utility for society";"1";"It can be super effective to society if it happens to work, but if it fails, then everything gets worse and it's too late to fix it now.";NA;"Which type of <b>utilities</b> were you thinking of when you answered the question?";"Our ways of handling the heat would get much worse if the SAI failed it's purpose.";NA
"617";"111";"deontology09";"attacks the intrinsic value of nature...protects the intrinsic value of nature";"6";"The technology is being used to prevent the environment from being destroyed.";NA;"What do you consider to be a <b>intrinsic value of nature</b> in a technological context?";"I consider it to be the state of nature barring human influence. This tech is being used to mitigate harmful effects.
";NA
"618";"111";"deontology05";"goes against an important moral rule by which I live...does not go against an important moral rule by which I live";"6";"I don't have any compunctions using this tech as a stop gap measure for the current situation.";NA;"What do you consider to be a <b>important moral rule</b> in a technological context?";"Technology should be used to improve human living.";"Technology should be used to improve or preserve human living. This tech prevents things from getting worse."
"619";"111";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"4";"The tech itself does not require sacrifice, but any long term measures will require it.";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"It's only a stop gap measure and does not fix the central problem. Using the tech needs to be paired with a long term plan that will require sacrifice.";NA
"620";"111";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"5";"I thought it was fine as a temporary measure as the immediate situation is bad and requires intervention.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"Tech is satisfactory when it does what is expected and the benefits outweigh the costs.";NA
"621";"111";"contractualist01";"is unjust...is just";"5";"It's just as the reason is clear and the tech is being used for a good reason.";NA;"When in your opinion is the described technology <b>just</b>?";"The tech is just when the benefits outweigh the costs.";NA
"622";"111";"hedonism07";"harms my health...promotes my health";"5";"It prevents climate change from worsening and mitigates further damage.";NA;"How can the described technology <b>promotes your health</b>?";"It would either improve human health or mitigate against things that might harm it.";NA
"623";"111";"contractualist04";"does not respect an unspoken promise...respects an unspoken promise";"5";"It's being used to prevent global temperatures from further increasing.";NA;"What do you consider to be an <b>unwritten promise</b> in a technological context?";"I would consider it to be an implicit goal most humans can agree on.";NA
"624";"112";"contractualist03";"does not respect an unwritten contract...respects an unwritten contract";"6";"The SAI technology has an advantage over other emerging technologies to reduce harmful radiations from the sun that brings our earth warmer on continuously bases. This is a great step to utilize SAI technology to get back ultraviolet radiation back. I am confident to this technology.";NA;"What do you consider to be an <b>unwritten contract</b> in a technological context?";"As far as concern about technological context It will bring hope to our society to reduce the effect of ultraviolet radiation. This technology has a great impact on our earth. I totally agree with the contract. ";NA
"625";"112";"deontology08";"prevents treatment with dignity in interactions...ensures treatment with dignity in interactions";"7";"This approach considered as a ensure treatment with dignity as to reduce global warming.";NA;"What does <b>dignity in interactions</b> mean for you in a technological context?";"Based on research conducted on climate model simulations, it presented a strong evidence that it would be plays a vital role in cooling process.";NA
"626";"112";"contractualist01";"is unjust...is just";"7";"As a strategy for corresponding to a climate change, SAI has less concerns towards ethical approach  with respect to other technologies around us.  ";NA;"When in your opinion is the described technology <b>just</b>?";"This technology has less drawbacks as compared to others as well as positive response from the researchers.  ";NA
"627";"112";"virtue09";"is developed by someone who is acting on ill intentions...is developed by someone who is acting on good intentions";"7";"The SAI is developed by a person who has great intention towards reduce the UV radiation and make the world better place.";NA;"For the development of the technology  which <b>which people or groups of people</b> did you have in mind?";"I give my positive response towards researchers group who developed this tremendous invention. ";NA
"628";"112";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"6";"This is completely satisfactory to the person who faces issues regarding warming of earth.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"As far as technology it is completely favorable to a person's satisfaction.";NA
"629";"112";"hedonism07";"harms my health...promotes my health";"7";"It is necessary to maintain my health in better ways.";NA;"How can the described technology <b>promotes your health</b>?";"It protect me from harmful rays from the sun also protects from heat stroke.";NA
"630";"112";"deontology04";"is not morally right...is morally right";"7";"It is morally favor to our climate.";"This technology has a great impact on our moral values. ";"When in your opinion is the described technology <b>morally right</b>?";"This technology has a great impact on our moral values.";NA
"631";"114";"virtue09";"is developed by someone who is acting on ill intentions...is developed by someone who is acting on good intentions";"5";"While it is designed to reduce the temperature it is a long-term solution and doesn't affect the immediate issue. It also doesn't affect the root cause of the problem. So while it was designed to be a ""band-aid"" to the global warming scenario described, it ultimately fails the true altruistic goal that should be developed.";NA;"For the development of the technology  which <b>which people or groups of people</b> did you have in mind?";"People or countries that refuse to find a real solution and just want to continue how they have always done things. This is just a band-aid to the problem and will ultimately fail in the long run if the root cause is not addressed.";NA
"632";"114";"hedonism03";"requires me to make sacrifices in order to use it...does not require me to make sacrifices in order to use it";"7";"As an individual, there is nothing I need to do. This would be done on a national or international level and governments and organizations would have to implement the plan.";NA;"When in your opinion requires the described technology to <b>make sacrifices in order to use it</b>?";"For instance, what is occurring on the west coast of the USA. Limited water supplies and shortages are requiring people to severely ration their water usage and thus affect the individual. Whereas something like the Stratospheric Aerosol Injection is something that would take large logistics and planning to occur outside of an individual's immediate concerns.";NA
"633";"114";"hedonism01";"is personally unsatisfactory...is personally satisfactory";"1";"It is just a temporary solution and doesn't address the root problem.  That should be addressed first before any band-aids that come to hold us over while we work on the solution.";NA;"When in your opinion is the described technology <b>personally satisfactory</b>?";"If the technology is addressing the root problem and not a temporary solution.";NA
